"","gene","IL-1_1","IL-1_2","IL-1_3","LPS_1","LPS_2","LPS_3","PAM_1","PAM_2","PAM_3","Con_1","Con_2","Con_3"
"20034","14910",424,482,423,485,306,376,361,411,416,304,250,596
"20035","72895",636,557,642,602,427,636,320,423,285,400,238,182
"20036","269788",58,57,56,62,51,66,35,36,36,39,18,24
"20037","97287",912,910,919,1213,975,1232,792,803,578,499,353,429
"20038","211232",0,2,5,2,2,5,5,6,3,0,0,3
"20039","78783",219,209,240,340,225,286,166,117,101,199,93,98
"20040","18294",448,516,422,483,362,384,321,270,332,345,211,354
"20041","52163",2033,2252,2521,2472,1766,2495,2107,2221,1524,1224,938,1859
"20042","101206",849,867,838,978,786,1056,652,576,393,637,346,314
"20043","68089",2681,2864,3116,3340,2106,2802,2147,2066,1719,1705,1252,1614
"20044","101100",105,97,88,116,78,110,54,53,32,69,32,33
"20045","101122",257,243,269,241,189,176,168,152,223,146,147,251
"20046","14311",0,1,0,0,0,0,0,0,1,0,0,0
"20047","67767",1908,2213,2329,2347,1650,1917,1748,1685,1968,1372,1105,2612
"20048","57890",1,4,1,1,0,1,0,1,1,0,0,1
"20049","171095",1760,1730,2014,1870,1442,1849,1322,1027,642,859,448,289
"20050","171508",80,59,90,47,56,69,54,53,26,22,9,23
"20051","210673",0,0,3,0,0,1,1,2,1,2,0,0
"20052","66087",3143,3316,3296,3453,2515,2878,2375,2666,2075,2081,1620,2720
"20053","211651",254,159,199,280,144,198,144,116,85,182,75,71
"20054","70979",12,3,6,11,7,9,5,6,4,8,2,3
"20055","101314",4210,4868,4811,4848,3697,4319,3916,4429,4241,2862,2789,6760
"20056","22346",674,778,734,687,528,725,603,518,404,469,314,487
"20057","108960",193,145,208,271,195,236,154,149,96,145,107,124
"20058","381801",34,33,21,21,38,36,7,20,13,23,6,9
"20059","58991",0,7,0,1,1,3,0,1,0,4,0,5
"20060","110379",2696,2835,2770,3444,2474,3021,2237,2380,2438,1964,1561,3122
"20061","100504971",3,1,0,0,0,0,0,0,0,0,0,0
"20062","11941",0,0,0,1,5,1,1,0,0,0,0,5
"20063","243616",0,1,1,0,2,0,2,1,0,1,0,0
"20064","232333",0,0,0,0,1,0,0,0,0,1,0,0
"20065","15465",0,2,0,0,0,1,0,0,0,0,0,0
"20066","74244",348,257,349,319,289,280,225,259,156,159,117,110
"20067","100862196",0,0,0,0,0,0,0,0,0,0,0,0
"20068","232334",161,162,213,555,437,513,233,296,204,140,98,55
"20069","109292",6,10,8,6,25,28,8,7,9,2,1,1
"20070","68971",402,439,404,456,276,446,302,348,344,309,252,483
"20071","100503783",1,0,0,0,0,0,0,7,0,0,0,0
"20072","20965",0,1,0,2,1,2,1,0,0,1,0,13
"20073","110595",1,3,0,0,0,0,0,1,1,0,0,2
"20074","19016",0,0,0,0,1,1,1,0,0,0,0,0
"20075","381802",517,475,614,552,409,528,482,455,358,321,260,471
"20076","70291",5,1,4,2,1,8,3,1,2,2,0,3
"20077","67027",572,561,613,597,485,560,498,466,387,364,264,343
"20078","110157",2683,2668,2551,2923,2051,2403,2033,1788,1453,1898,1121,1336
"20079","94346",3,3,0,4,7,2,0,0,0,1,3,6
"20080","67088",211,189,217,191,109,188,112,63,55,149,45,53
"20081","19951",15855,20307,21788,22761,14129,18022,18018,16368,19910,8959,11987,23136
"20082","100217451",32,53,35,93,16,41,30,24,40,25,44,18
"20083","212516",15,10,12,4,1,0,7,7,2,5,1,3
"20084","17193",133,119,130,105,72,100,85,56,45,74,53,66
"20085","81896",254,206,219,312,270,248,161,138,85,146,77,63
"20086","212541",2,0,1,1,1,1,1,0,1,0,0,0
"20087","171506",1,0,0,2,2,0,0,0,0,0,4,1
"20088","67784",343,294,323,415,338,475,233,210,137,225,81,95
"20089","330401",186,194,186,186,136,265,162,198,87,126,69,149
"20090","666634",21,33,40,28,28,24,29,22,27,22,12,46
"20091","666648",1,9,3,3,7,6,5,0,0,3,3,5
"20092","28006",1172,1026,1163,1332,1051,1186,767,756,516,791,458,552
"20093","67492",164,170,176,165,153,117,162,163,104,123,84,144
"20094","71779",509,406,494,426,299,582,301,339,233,294,189,274
"20095","11689",0,0,0,1,0,0,0,0,0,0,0,0
"20096","100503845",0,0,0,0,0,0,0,0,0,0,0,0
"20097","258914",0,0,0,0,0,0,0,0,0,0,0,1
"20098","258019",0,0,0,0,0,0,0,0,0,0,0,0
"20099","258020",0,0,0,0,0,0,0,0,0,0,0,0
"20100","258754",0,1,0,0,0,0,0,0,0,0,0,0
"20101","258438",0,0,0,0,0,0,0,0,0,0,0,0
"20102","67255",760,797,834,811,706,696,565,611,502,597,419,606
"20103","213391",0,0,1,0,3,3,3,0,0,1,0,0
"20104","213393",1,0,0,0,0,1,2,0,0,0,0,0
"20105","319776",0,1,0,0,0,0,0,0,0,0,0,0
"20106","20315",906,1029,1075,1027,737,947,798,1434,577,479,399,625
"20107","100126203",0,0,0,0,4,0,0,0,0,0,0,0
"20108","330403",3,0,0,0,1,1,0,0,0,0,0,2
"20109","72263",0,0,0,0,0,0,0,0,0,0,0,0
"20110","621705",0,0,0,0,0,0,0,0,0,0,0,0
"20111","232337",967,1045,899,885,712,778,759,750,826,595,532,1073
"20112","22685",122,118,111,87,63,77,75,63,63,67,69,84
"20113","98758",1173,1196,1283,1521,1047,1287,980,911,790,881,610,804
"20114","108017",6,2,2,2,1,3,1,3,1,3,0,1
"20115","70727",0,0,0,0,0,1,3,0,0,0,0,0
"20116","78752",399,404,475,438,316,433,355,481,200,319,187,303
"20117","19713",0,2,0,0,1,1,1,1,1,0,0,2
"20118","73531",0,0,0,0,0,0,0,0,1,0,0,0
"20119","213895",972,904,1011,1074,877,1114,618,530,506,725,411,474
"20120","100503945",0,0,0,0,0,2,0,3,0,3,0,0
"20121","72720",377,284,299,214,195,193,203,163,115,223,152,194
"20122","22750",444,403,401,482,310,417,249,390,192,255,142,122
"20123","232339",235,243,342,249,160,249,120,143,153,303,201,199
"20124","12288",39,24,31,16,7,31,18,13,8,13,4,5
"20125","74363",6,4,0,2,1,6,1,0,0,0,2,2
"20126","319618",0,0,5,2,0,6,0,0,0,0,0,0
"20127","100503955",0,0,0,0,0,0,0,0,0,0,0,0
"20128","319734",2,0,0,3,5,5,0,1,0,0,0,3
"20129","211187",0,0,0,0,1,6,0,0,3,0,0,0
"20130","68465",282,389,382,336,289,423,220,281,208,190,172,234
"20131","22419",0,1,2,4,2,3,3,0,0,0,0,0
"20132","101358",176,126,138,117,88,131,104,66,46,91,45,51
"20133","111173",627,631,705,726,634,864,504,421,361,345,190,219
"20134","67289",39,49,58,43,34,61,27,28,29,12,12,13
"20135","19365",682,690,618,873,714,805,525,554,441,350,229,298
"20136","232341",1179,1262,1374,1287,1201,1778,854,930,866,978,591,977
"20137","29862",0,6,10,1,4,4,1,0,2,1,2,4
"20138","330406",0,0,1,0,0,1,0,0,0,0,0,2
"20139","67200",225,184,232,223,144,174,137,150,151,161,111,200
"20140","214899",1402,1298,1454,1404,1185,1480,1057,941,597,630,426,456
"20141","16172",10,6,7,16,8,16,7,7,2,10,2,1
"20142","94047",0,3,1,6,1,1,2,1,1,0,0,1
"20143","214932",170,107,155,124,106,100,97,75,64,88,30,64
"20144","73505",0,0,0,0,0,0,0,0,0,0,0,1
"20145","330409",1,1,1,0,3,6,0,1,0,0,0,0
"20146","71803",12,6,10,28,24,37,15,12,13,0,0,3
"20147","11973",2526,3072,3086,3169,2639,3118,2662,3460,2378,1687,1596,2765
"20148","94044",777,697,852,1041,786,997,627,477,357,644,267,328
"20149","12122",3161,3391,3314,5562,4329,4790,3044,3187,3178,1225,983,1795
"20150","100505050",121,117,135,130,102,185,70,99,69,76,55,41
"20151","194401",31,36,35,32,27,14,35,38,15,44,8,19
"20152","74043",96,96,77,48,48,80,49,33,26,73,28,29
"20153","53857",55,53,51,38,28,22,11,22,45,49,26,45
"20154","24110",697,363,390,625,253,392,632,205,640,25,115,98
"20155","100504054",0,0,0,0,0,0,0,0,0,0,0,0
"20156","14412",0,0,0,0,0,1,0,0,0,0,0,0
"20157","14411",0,0,0,0,1,2,6,2,0,0,0,4
"20158","243621",0,1,1,0,2,4,1,0,0,0,0,5
"20159","232345",1,0,0,1,2,0,2,4,0,0,0,2
"20160","17836",1,0,2,0,0,0,0,1,0,0,0,0
"20161","17837",0,0,0,0,1,0,0,0,0,0,0,0
"20162","381806",0,0,0,0,0,0,0,1,0,0,0,0
"20163","17835",0,0,0,0,0,1,0,2,0,0,0,0
"20164","50928",0,0,0,0,0,2,0,0,0,0,0,0
"20165","625931",0,4,5,1,1,2,2,0,1,0,0,5
"20166","17113",2891,3255,2973,3659,2634,3026,2451,2613,2169,1919,1327,2295
"20167","13619",380,363,385,362,286,474,233,211,166,242,148,158
"20168","74269",0,0,0,0,0,0,0,0,0,0,0,0
"20169","108653",0,1,0,0,2,1,1,0,0,0,0,1
"20170","667035",11,15,4,9,7,10,6,10,6,4,7,9
"20171","50530",21,24,44,30,21,32,35,88,21,12,18,30
"20172","11628",7,0,5,1,0,2,0,2,2,0,0,2
"20173","11810",117,97,108,104,63,64,69,69,64,36,34,67
"20174","14562",0,0,0,0,2,2,1,0,0,0,0,1
"20175","73708",1,0,0,0,0,0,0,0,0,0,0,0
"20176","100043805",7,9,17,13,14,16,9,9,18,2,2,15
"20177","639606",5,7,4,11,4,8,18,5,12,4,5,9
"20178","71950",0,0,0,0,0,0,0,0,0,0,1,2
"20179","20527",18,2,11,3,5,3,11,4,4,6,9,5
"20180","60611",113,118,114,99,76,151,85,89,67,97,43,44
"20181","12267",37,37,12,20,23,18,23,19,18,30,24,13
"20182","67602",1729,1800,1688,1760,1453,1675,1501,1541,1177,1125,803,1248
"20183","100862403",0,0,0,0,0,0,0,0,0,0,0,0
"20184","269799",1,1,0,0,1,2,0,1,0,0,0,0
"20185","73149",0,0,1,0,0,1,0,0,0,0,0,0
"20186","474145",0,0,1,0,0,13,2,3,0,3,1,0
"20187","69810",0,0,1,0,3,1,0,2,5,3,2,0
"20188","26888",0,0,0,0,1,1,0,0,0,0,0,0
"20189","381809",0,0,0,0,0,0,0,0,0,0,0,0
"20190","56620",0,0,0,0,0,0,0,0,0,0,0,1
"20191","17474",0,0,0,0,0,0,0,0,0,0,0,1
"20192","56619",1,0,0,4,1,0,0,7,2,0,0,0
"20193","232358",1,0,1,0,1,0,1,0,0,0,0,0
"20194","667180",0,0,0,0,0,0,0,0,0,0,0,0
"20195","546912",0,0,0,0,0,0,0,0,0,0,0,0
"20196","546913",0,0,0,0,0,0,1,0,0,0,0,0
"20197","435916",0,0,1,0,0,1,0,1,0,0,0,1
"20198","243628",1,0,0,0,0,1,1,1,0,0,0,0
"20199","545874",0,0,0,0,0,0,1,0,0,0,0,0
"20200","56552",0,0,0,0,0,2,0,0,0,0,0,0
"20201","232367",0,0,0,0,0,1,0,0,0,1,0,0
"20202","93671",0,0,0,0,0,0,2,0,0,0,0,5
"20203","76921",0,0,0,0,2,0,0,0,0,0,0,0
"20204","19305",1657,1399,1534,1750,1292,1895,1195,821,529,1083,445,332
"20205","232370",11,3,0,5,3,2,3,1,2,2,0,1
"20206","232371",94,95,88,106,87,64,72,95,45,53,37,42
"20207","50909",228,208,229,285,183,308,189,220,105,107,59,60
"20208","50908",617,620,678,684,631,655,517,719,356,284,189,262
"20209","667277",0,0,0,1,0,2,0,0,0,0,0,0
"20210","317677",0,7,0,0,0,0,0,1,0,2,0,3
"20211","14792",2124,1836,2035,1908,1194,1720,1454,1560,1056,1068,744,820
"20212","14791",3335,4033,3920,4240,2938,3557,2992,3266,3258,2192,2219,5311
"20213","12034",9169,9044,9584,11438,8443,10239,7566,6487,5978,6355,4569,5975
"20214","387159",0,0,0,0,0,0,0,0,0,0,0,0
"20215","723944",0,0,0,0,0,0,0,0,0,0,0,0
"20216","15170",60,34,76,59,48,35,56,47,34,45,39,39
"20217","14790",2047,2871,3016,2716,1894,2503,2327,2416,2288,1216,1429,2898
"20218","19866",7,1,6,10,5,2,3,6,1,0,0,3
"20219","13498",92,108,164,110,122,117,59,44,55,92,44,37
"20220","13807",445,383,502,648,451,598,420,414,183,312,139,104
"20221","16977",5,5,3,10,2,16,6,3,3,1,5,5
"20222","14794",171,188,195,161,117,170,142,133,100,104,80,82
"20223","21991",14448,16651,16671,17309,11999,14708,13079,14552,10681,9089,7311,9728
"20224","22225",2274,2099,2260,2380,2002,2093,1512,1023,749,1723,713,469
"20225","14793",987,1118,1241,1220,814,967,778,876,794,857,536,1076
"20226","14695",2,3,0,4,0,8,1,3,0,2,0,0
"20227","14789",275,194,227,232,196,316,194,145,110,131,84,141
"20228","14788",2,1,1,1,0,2,0,3,0,1,0,0
"20229","12504",1,0,0,0,0,0,1,0,0,0,0,1
"20230","16768",8,5,9,1,9,4,14,1,5,5,2,1
"20231","69202",303,322,414,383,217,357,261,205,182,159,123,115
"20232","442825",1,1,5,0,5,2,4,1,0,0,0,1
"20233","30853",7087,7372,8004,9033,6045,7846,5908,4906,4066,4484,3195,3299
"20234","26894",4743,4976,4875,5352,3935,4415,3515,3569,3050,3066,2282,2858
"20235","319352",9,3,2,3,7,5,5,7,2,1,4,1
"20236","269800",478,435,506,541,359,517,299,204,143,321,135,104
"20237","28019",762,765,735,731,452,649,565,514,385,463,282,406
"20238","54137",25,31,48,32,33,61,11,22,6,14,6,13
"20239","381810",0,0,1,0,1,0,0,0,0,0,0,1
"20240","107932",1533,1609,1661,1890,1458,2451,1188,954,867,947,523,540
"20241","110109",4143,3529,3753,4615,3629,4230,2655,1845,1732,3135,1628,1492
"20242","320678",23,41,46,15,20,23,22,9,16,15,8,14
"20243","14433",3347,3373,3625,3797,2666,3171,2488,2778,2411,2111,1598,1804
"20244","68298",761,595,661,784,506,725,401,305,204,626,188,184
"20245","100217413",0,0,0,0,0,0,0,0,0,0,0,0
"20246","66493",774,985,1047,1009,679,849,738,851,827,612,669,1279
"20247","100526526",2,0,0,2,1,1,1,1,0,2,0,0
"20248","22317",24,11,18,20,16,23,14,4,1,7,1,5
"20249","213233",499,506,451,820,611,768,390,292,313,102,83,38
"20250","78668",8,7,5,18,4,6,5,4,18,1,5,4
"20251","21940",1,0,0,5,0,1,2,1,0,1,0,0
"20252","73870",0,0,0,0,0,0,0,0,0,0,0,0
"20253","22144",0,0,0,0,0,0,2,0,0,0,0,2
"20254","17000",1287,1028,1250,1239,972,1266,763,434,364,1046,355,210
"20255","20276",11,21,8,1,10,9,9,3,7,7,0,2
"20256","21937",1526,1263,1637,1415,1157,1426,1088,574,513,1149,490,288
"20257","213522",7,5,1,0,3,1,0,1,4,1,0,2
"20258","12527",4838,6080,6289,6526,4914,5823,5311,7602,4981,3550,3261,6905
"20259","22371",2,0,2,0,1,3,1,1,1,0,0,2
"20260","243634",0,0,0,0,0,0,5,0,2,0,0,4
"20261","18205",0,0,0,0,2,0,1,0,0,1,0,3
"20262","100038574",0,0,0,0,0,3,0,0,0,0,0,5
"20263","16493",0,0,1,0,1,2,0,0,0,0,0,0
"20264","16485",1,3,1,0,1,0,2,0,0,0,0,0
"20265","16494",0,3,0,0,1,0,0,0,0,0,0,1
"20266","100504356",0,0,0,0,0,1,0,0,0,0,0,0
"20267","66108",4096,4606,4461,5053,3796,4561,3661,4247,3664,2607,2399,5125
"20268","11642",1,0,1,0,1,5,4,4,0,1,0,10
"20269","101320",2,1,6,0,2,5,1,1,0,6,0,4
"20270","19362",340,337,319,306,174,232,208,202,290,202,200,305
"20271","28040",219,187,207,197,132,146,168,200,146,177,126,217
"20272","14177",0,0,0,0,0,0,3,0,0,0,0,0
"20273","64654",0,0,0,0,2,1,4,0,0,0,0,1
"20274","319801",195,174,152,201,111,171,133,89,110,98,44,108
"20275","100861633",295,352,370,425,278,398,292,217,285,170,203,268
"20276","12444",10173,10948,11702,13614,10536,12400,7988,7722,7618,7486,5777,7916
"20277","77558",4,7,10,4,1,6,3,2,7,5,3,8
"20278","101187",481,404,501,495,329,361,335,218,203,229,122,104
"20279","381812",59,22,39,40,12,22,20,10,28,12,6,11
"20280","381813",0,3,1,3,0,1,1,1,1,0,2,0
"20281","100504457",0,1,1,2,0,8,0,1,0,0,0,0
"20282","68498",24,39,44,43,32,25,26,45,21,28,13,38
"20283","109246",1849,1909,1959,2165,1617,2292,1043,872,959,1496,636,815
"20284","330427",28,47,27,34,25,30,21,28,13,15,6,14
"20285","21679",188,173,220,205,100,170,124,101,101,183,70,55
"20286","22158",544,429,438,404,325,620,280,245,171,378,161,248
"20287","72440",890,1018,1027,961,674,853,715,563,654,684,487,832
"20288","14235",419,304,377,340,236,340,214,173,152,336,129,116
"20289","71149",0,0,0,0,0,2,0,0,0,1,1,0
"20290","60345",1,3,1,5,1,3,4,4,1,3,1,2
"20291","101142",338,286,284,288,198,303,177,60,46,210,62,32
"20292","14228",11489,10583,11116,12844,9977,12433,8560,7301,5249,8407,4666,4004
"20293","791299",63,45,65,41,23,39,49,43,31,46,30,31
"20294","11287",6,1,0,1,4,1,3,6,7,2,1,2
"20295","667610",7,9,13,10,9,16,11,10,11,5,5,11
"20296","232400",0,1,0,0,2,2,0,0,0,0,0,3
"20297","17057",9,3,7,7,2,6,8,6,7,6,9,15
"20298","94071",0,0,2,0,3,1,0,0,0,1,0,0
"20299","100043861",0,2,1,1,0,1,0,0,0,0,0,0
"20300","17059",1,0,5,0,3,0,1,1,1,0,3,0
"20301","80782",2,0,1,0,0,0,0,0,0,0,0,0
"20302","232406",1,0,0,0,0,1,0,0,0,1,0,0
"20303","93675",0,0,3,0,0,1,0,0,0,0,0,0
"20304","70809",0,1,0,0,0,0,0,0,0,0,0,1
"20305","100504591",3,1,1,0,1,0,0,2,2,1,1,3
"20306","408064",0,0,0,0,0,0,0,0,0,0,0,0
"20307","232408",2,0,0,1,2,2,0,0,0,1,0,0
"20308","232409",2,0,0,0,2,3,6,0,0,0,0,1
"20309","93694",23,22,25,16,18,26,26,21,28,4,9,25
"20310","76432",31,52,38,45,18,40,37,35,40,23,10,42
"20311","12515",0,0,0,18,13,2,0,3,0,2,0,3
"20312","381816",0,0,0,0,0,0,0,0,0,0,0,2
"20313","232413",0,0,0,0,3,0,1,0,0,0,0,0
"20314","71183",0,0,0,0,0,0,1,0,0,1,0,0
"20315","56760",0,0,0,0,0,0,0,0,0,0,0,0
"20316","232414",0,0,0,0,3,0,0,0,2,0,0,0
"20317","243653",3,5,0,3,0,1,1,3,0,0,0,3
"20318","56644",0,0,0,0,0,0,2,0,0,0,0,0
"20319","108078",9,11,31,265,273,209,84,127,62,0,3,3
"20320","330428",2,0,0,0,0,1,0,0,0,0,0,0
"20321","100504641",5,3,10,10,1,6,9,0,0,6,6,4
"20322","57436",862,941,979,964,672,878,727,472,429,643,345,350
"20323","100861675",0,0,0,0,0,0,0,0,0,0,0,0
"20324","243655",0,2,1,3,4,5,1,5,2,0,0,4
"20325","16643",0,0,0,0,1,3,0,0,0,0,0,0
"20326","27007",0,0,0,0,2,0,0,0,0,0,0,2
"20327","58179",1,0,0,0,0,0,0,0,0,0,0,0
"20328","16642",2,0,0,0,0,0,0,0,0,0,0,4
"20329","16641",0,0,0,0,1,0,0,0,0,0,0,0
"20330","735268",0,0,0,0,0,0,0,0,0,0,0,0
"20331","503550",0,0,0,0,1,0,0,2,0,0,0,0
"20332","320407",0,0,0,0,1,0,0,0,0,0,0,1
"20333","232415",0,0,0,0,0,0,0,0,0,0,0,0
"20334","170733",0,0,0,1,0,0,0,0,0,0,0,0
"20335","16636",0,0,0,0,0,0,0,0,0,0,0,0
"20336","667764",0,0,0,0,0,1,1,0,0,0,0,0
"20337","16637",45,64,67,79,61,52,72,111,51,65,35,97
"20338","16635",635,729,862,835,539,672,639,794,734,560,603,1437
"20339","667769",0,0,0,0,2,1,0,0,0,0,0,0
"20340","16639",0,0,0,0,0,0,0,0,0,0,0,1
"20341","654449",0,0,0,0,0,0,0,0,0,0,0,0
"20342","16640",1,0,0,0,0,0,0,1,0,0,0,0
"20343","16638",0,0,0,0,0,0,0,0,0,0,0,0
"20344","16628",0,0,0,0,0,0,0,0,0,0,0,0
"20345","16631",0,0,0,0,0,0,0,1,0,0,0,0
"20346","16634",0,0,0,0,0,0,0,0,0,0,0,0
"20347","16627",0,0,0,0,0,1,1,1,0,0,0,0
"20348","100048471",0,0,0,0,0,0,0,0,0,0,0,0
"20349","100862219",0,1,0,0,1,0,0,0,0,0,0,0
"20350","625558",0,0,0,0,1,0,0,0,0,0,0,0
"20351","434094",0,2,0,0,0,1,0,0,0,0,0,1
"20352","16633",48,53,46,66,59,52,51,53,37,30,29,71
"20353","66441",1120,1349,1370,1697,1190,1445,1195,1381,1523,748,819,1958
"20354","243659",969,914,867,1394,907,1050,776,925,597,522,402,455
"20355","56449",2285,2378,2280,2443,1763,2594,1568,1819,1744,1089,1110,1936
"20356","71392",0,0,0,0,0,0,1,0,0,0,0,0
"20357","387355",0,0,0,0,0,0,2,0,0,0,0,0
"20358","387342",0,1,0,0,1,0,0,0,0,0,0,0
"20359","387341",0,0,0,0,0,0,0,0,0,0,0,0
"20360","387340",0,0,0,0,0,0,0,0,0,0,0,0
"20361","57252",0,0,0,0,0,0,0,0,0,0,0,0
"20362","387346",0,0,0,0,0,0,0,0,0,0,0,0
"20363","100502592",0,0,0,0,0,0,0,0,0,0,0,0
"20364","381833",0,0,0,0,0,0,0,0,0,0,0,0
"20365","381832",0,0,0,0,0,0,0,0,0,0,0,0
"20366","667929",0,0,0,0,0,0,0,0,0,0,0,0
"20367","381818",0,0,0,0,0,2,0,0,0,0,0,0
"20368","19131",0,0,0,0,0,0,0,0,0,0,0,0
"20369","83380",0,0,0,0,0,0,0,0,0,0,0,0
"20370","381819",0,0,0,0,0,0,0,0,0,0,0,0
"20371","387348",0,0,0,0,0,0,1,0,0,0,0,0
"20372","387349",0,0,0,0,0,0,0,0,1,0,0,0
"20373","630845",0,0,0,0,0,0,0,0,0,0,0,2
"20374","353325",0,0,0,0,0,0,0,0,0,0,0,0
"20375","387351",3,0,0,0,0,2,2,0,0,0,0,1
"20376","387339",1,0,0,0,0,0,0,0,0,0,0,0
"20377","353165",0,0,0,0,0,0,0,0,0,0,0,0
"20378","353166",0,0,0,0,0,0,0,0,1,0,0,0
"20379","353167",0,0,0,0,0,1,0,0,0,0,0,0
"20380","112408",0,0,0,0,0,0,0,0,0,0,0,0
"20381","387344",0,0,0,0,0,1,0,0,0,0,0,0
"20382","387345",0,0,0,0,0,0,0,0,0,0,0,1
"20383","387352",0,0,0,0,0,0,0,0,0,0,0,0
"20384","387354",1,0,0,0,0,0,0,0,0,0,0,0
"20385","387356",0,0,0,0,1,2,0,0,0,0,0,2
"20386","387343",0,0,0,0,0,0,0,0,0,0,0,0
"20387","667992",0,0,0,0,0,0,0,0,0,0,0,0
"20388","387616",0,0,0,0,0,0,0,0,0,0,0,0
"20389","381820",3233,3435,3537,3735,2634,3022,2658,2557,2003,2012,1440,2113
"20390","232426",0,0,0,0,0,1,2,0,0,0,0,3
"20391","545884",0,0,0,0,0,0,1,0,0,0,0,0
"20392","100502708",8,18,2,9,7,14,14,12,11,9,5,6
"20393","545886",1,0,0,0,0,0,0,0,0,0,0,0
"20394","16483",0,0,0,0,0,0,0,0,0,0,0,0
"20395","14011",533,573,533,613,556,753,381,323,297,423,216,242
"20396","66813",0,0,0,0,0,0,0,0,0,0,0,0
"20397","16974",542,638,639,525,520,795,470,536,319,387,276,390
"20398","100861765",0,0,0,0,0,0,0,0,0,0,0,0
"20399","67729",0,0,1,1,1,3,0,0,0,0,0,2
"20400","67774",270,275,295,233,179,186,173,227,173,236,162,303
"20401","70686",566,434,424,1187,709,978,537,429,218,302,115,125
"20402","232430",20,24,21,1,9,14,11,23,2,15,10,11
"20403","14760",261,296,298,356,231,328,233,262,216,135,141,250
"20404","72813",46,45,28,59,43,24,39,18,30,24,18,27
"20405","12576",165,178,225,267,206,206,185,173,153,88,55,99
"20406","381822",70,75,144,109,57,54,86,68,79,81,92,171
"20407","381823",3,1,1,0,3,7,3,4,3,4,0,3
"20408","67755",2592,2598,2729,3306,2759,2984,2405,2401,1824,2198,1632,2719
"20409","232431",3898,4030,4317,5584,3680,4512,3449,3469,2158,2054,1188,865
"20410","93746",0,1,2,4,0,4,5,0,0,0,1,0
"20411","15199",135,228,219,107,105,177,163,93,94,90,52,82
"20412","100502888",2,4,1,2,3,6,1,0,1,0,2,0
"20413","74525",338,282,345,287,233,278,235,166,110,212,112,90
"20414","100861778",0,0,0,0,0,0,0,0,0,0,0,0
"20415","14840",2,1,7,4,7,3,0,1,3,2,1,13
"20416","76400",55,49,44,53,46,100,45,27,19,56,34,44
"20417","13730",1317,1369,1407,1257,1026,1383,845,1068,960,1190,768,1263
"20418","100861780",0,0,0,0,0,0,0,0,0,0,0,0
"20419","14812",4,0,0,0,5,2,0,1,2,1,0,1
"20420","668137",0,1,1,2,0,1,0,0,0,1,0,0
"20421","100502936",0,1,0,0,0,0,0,0,0,0,0,0
"20422","54343",506,452,444,310,182,200,196,64,120,403,126,108
"20423","66857",0,0,0,0,4,1,0,0,2,0,1,0
"20424","14917",3,0,1,0,1,2,1,0,0,0,0,3
"20425","320332",30,25,23,24,25,22,16,4,14,21,12,2
"20426","232440",1566,2119,2065,2121,1299,1746,1528,1163,1578,975,1009,1461
"20427","60321",900,718,859,910,667,1085,471,313,371,724,248,267
"20428","320135",5,6,2,8,3,5,2,8,3,7,2,5
"20429","654818",0,0,0,0,0,1,2,0,0,0,0,6
"20430","109978",1,0,0,1,0,6,0,0,0,0,0,0
"20431","17313",9515,11645,11235,10413,6373,8270,8616,12239,10748,5682,5659,11527
"20432","69187",7,6,3,4,7,8,7,4,10,3,4,6
"20433","11857",6112,7789,7410,8176,6193,7442,6075,7541,6378,3807,3505,7789
"20434","78600",0,0,4,3,2,2,1,1,1,0,0,0
"20435","232441",0,0,1,0,0,0,0,0,0,1,0,0
"20436","19277",1,2,0,3,0,9,6,7,1,1,1,1
"20437","13860",6243,6440,6494,3515,2222,2876,3315,3108,2689,4406,2673,3241
"20438","20901",12415,11866,12364,14354,10328,12572,9694,8211,7712,8954,5846,10454
"20439","232449",863,1011,955,919,854,965,779,823,690,549,482,1009
"20440","277898",1,0,0,0,0,1,0,0,0,0,0,0
"20441","56615",697,835,799,659,668,759,674,1102,566,367,295,900
"20442","109593",0,0,0,0,0,2,1,0,0,0,0,0
"20443","50540",0,0,0,0,0,0,0,0,0,0,0,1
"20444","70962",0,0,0,0,0,0,3,0,0,0,0,0
"20445","632971",0,1,0,0,0,0,2,0,0,0,0,0
"20446","18705",0,0,1,0,0,1,5,0,0,0,0,3
"20447","114875",0,0,0,0,0,0,1,0,0,0,0,3
"20448","12344",0,0,0,0,0,0,0,0,3,0,0,0
"20449","109135",350,277,292,339,288,400,198,225,165,176,89,110
"20450","11569",1747,1927,1855,3031,2724,3947,1929,2320,1439,668,620,1018
"20451","54611",0,0,0,0,1,4,2,2,0,0,0,4
"20452","100093700",0,0,1,0,0,0,0,0,2,0,0,1
"20453","58807",0,0,0,0,1,0,0,0,0,0,0,3
"20454","28253",0,3,0,1,1,1,1,0,0,0,0,0
"20455","435927",0,0,2,0,2,1,0,0,0,0,0,0
"20456","28250",2,0,1,0,2,4,0,0,0,0,0,0
"20457","28248",0,0,1,0,0,0,1,0,0,0,0,1
"20458","625716",0,0,0,0,0,1,1,2,0,0,0,0
"20459","28254",2,0,0,0,1,0,0,0,1,0,0,4
"20460","108096",50,66,77,57,40,53,56,49,44,18,22,36
"20461","15874",0,0,0,0,2,0,0,1,0,0,1,0
"20462","100862370",0,0,0,0,0,0,0,0,0,0,0,0
"20463","232491",330,396,356,435,248,341,282,310,255,204,156,300
