"","gene","IL-1_1","IL-1_2","IL-1_3","LPS_1","LPS_2","LPS_3","PAM_1","PAM_2","PAM_3","Con_1","Con_2","Con_3"
"1","497097",1,1,0,0,5,0,1,2,0,0,0,8
"2","100503874",7,3,0,0,2,2,3,1,0,0,0,1
"3","100038431",0,0,1,0,0,0,0,8,0,0,0,2
"4","19888",1,0,0,0,1,0,2,0,0,0,0,2
"5","20671",1,0,0,0,0,1,0,0,0,0,0,1
"6","27395",4602,5369,5242,5478,3985,4760,3923,3612,4200,2933,2730,5553
"7","18777",1760,1905,1839,1880,1400,1531,1444,1558,1114,1025,757,976
"8","100503730",1,2,0,0,0,1,1,0,0,0,4,0
"9","21399",1628,1781,1713,1720,1497,1716,1450,1342,1088,1001,843,1173
"10","58175",39,38,38,37,18,40,27,25,18,21,26,23
"11","108664",2848,3092,2846,3567,2750,3221,2643,3090,2217,1908,1617,2757
"12","18387",1,0,0,0,0,0,0,0,0,0,0,0
"13","226304",0,0,3,0,1,1,0,0,0,0,0,0
"14","12421",1019,1112,1312,1332,737,1113,852,1232,668,504,616,691
"15","620393",0,0,0,0,0,0,0,0,0,0,0,0
"16","240690",1,0,2,0,1,1,1,0,0,0,0,1
"17","319263",903,1044,913,1009,806,957,912,1110,484,645,463,569
"18","71096",0,0,0,0,2,3,0,0,0,0,0,1
"19","59014",1725,1518,1705,2326,2030,2661,1467,1050,845,1316,733,660
"20","76187",85,84,79,89,100,131,69,142,67,7,5,11
"21","72481",4,1,5,3,0,0,0,7,2,2,1,1
"22","76982",0,0,0,0,0,5,0,1,0,0,0,0
"23","17864",19,5,26,10,3,15,14,11,11,5,6,5
"24","70675",524,496,535,612,576,666,420,347,289,324,145,202
"25","73331",4,1,8,3,1,1,2,2,2,2,5,3
"26","170755",36,22,22,27,32,48,14,21,5,10,3,20
"27","620986",3,3,3,1,1,2,0,2,1,0,0,6
"28","240697",2,4,7,2,4,2,8,0,6,2,3,1
"29","73824",1914,2663,2774,3041,1957,2223,2341,2008,2828,1214,1656,3475
"30","266793",8,4,2,12,9,12,2,5,9,2,0,7
"31","100038398",0,2,0,1,1,3,0,1,0,0,1,3
"32","100039596",0,0,0,0,0,0,0,0,1,0,0,0
"33","69312",1,0,2,0,2,0,0,5,0,0,2,3
"34","26754",4563,5176,4704,5396,4088,5020,3713,4033,4321,2976,2587,5593
"35","211660",237,192,220,196,178,187,174,196,162,196,105,148
"36","211673",1152,1292,1297,1413,1171,1535,1004,1225,707,864,624,914
"37","329093",380,461,449,428,372,467,403,515,274,209,227,390
"38","109294",7,3,7,3,3,15,2,14,8,10,0,6
"39","320492",0,0,0,0,3,2,0,1,0,0,0,5
"40","329096",1,0,0,0,0,0,0,0,0,0,0,0
"41","240725",1,0,0,1,2,2,0,0,0,0,0,2
"42","240726",1,0,2,0,0,5,0,2,0,0,0,2
"43","383491",0,0,0,1,0,0,0,1,0,0,0,0
"44","17978",499,460,476,488,403,467,255,300,208,300,215,208
"45","72265",2429,2623,2653,2766,1642,2249,2098,2458,1699,1352,1396,1621
"46","212442",1008,1043,1051,1276,801,944,927,1186,675,611,441,746
"47","381246",0,1,0,3,0,2,0,1,1,0,2,3
"48","433273",12,6,12,10,3,12,9,6,6,5,5,8
"49","14048",131,108,109,94,102,119,62,160,47,117,65,58
"50","17681",1,0,0,0,0,0,0,1,0,0,0,0
"51","277328",2,1,1,1,2,2,1,0,1,0,0,1
"52","98741",0,0,1,3,1,2,1,1,0,0,0,1
"53","21749",610,656,672,650,427,566,487,450,429,438,280,533
"54","226866",1,1,1,1,2,7,3,0,1,1,0,1
"55","665434",10,21,30,30,21,22,15,18,17,19,12,26
"56","75799",0,0,0,0,0,0,0,0,0,0,0,0
"57","19989",15328,19967,19389,19936,14228,18106,15072,15715,16263,9503,10094,17103
"58","98711",739,712,762,799,473,587,653,672,392,323,265,398
"59","29819",337,343,369,338,342,343,288,300,207,177,219,248
"60","66799",1290,1458,1509,1816,1395,1710,1419,2014,1420,827,677,1793
"61","67923",2277,3003,2856,3544,2501,2921,2562,2877,2769,1551,1776,4111
"62","329101",5,10,7,7,3,15,7,3,6,1,5,6
"63","70397",3892,4422,4448,5235,3605,4428,3860,4810,3694,2429,2081,4551
"64","17087",122,147,135,164,161,121,119,150,135,103,84,175
"65","57339",7,21,11,8,12,27,11,7,3,4,8,9
"66","14545",0,1,0,0,3,2,2,6,0,1,1,0
"67","94227",4,5,2,1,6,12,4,2,4,2,3,2
"68","83691",1,0,0,0,2,0,1,0,0,0,0,0
"69","78081",0,0,0,0,0,0,0,0,0,0,0,1
"70","654454",0,0,0,0,0,0,0,0,0,0,0,0
"71","654460",0,0,0,0,0,0,0,0,0,0,0,0
"72","77673",0,0,0,0,0,0,0,0,0,0,0,0
"73","654464",0,0,0,0,0,0,0,0,0,0,0,0
"74","226896",0,0,0,0,0,0,0,0,0,0,0,4
"75","21419",23,4,17,7,4,7,12,6,4,0,13,6
"76","241035",1,0,3,1,7,2,1,3,1,0,0,7
"77","75028",0,0,0,0,0,0,0,0,0,0,0,0
"78","387202",0,0,0,0,0,0,0,0,0,0,0,0
"79","723817",0,0,0,0,0,0,0,0,0,0,0,0
"80","16171",0,0,0,0,0,2,0,0,0,0,0,0
"81","257630",0,0,0,0,1,1,1,0,2,1,1,1
"82","17215",2794,2099,2378,2814,1824,2482,1743,1166,1061,2203,1171,1101
"83","77741",7,16,10,7,5,2,8,10,2,4,2,8
"84","74229",179,189,195,126,117,138,103,138,70,161,96,69
"85","71877",77,113,108,127,97,159,105,171,66,30,30,108
"86","170829",41,40,52,57,30,39,21,29,21,15,13,20
"87","75712",113,177,164,135,112,124,122,180,122,67,110,174
"88","14859",3,5,1,2,0,4,0,4,0,3,0,5
"89","241041",0,0,0,0,0,0,1,0,0,0,0,0
"90","368204",0,0,1,0,0,0,0,0,0,0,0,0
"91","433278",0,0,0,0,0,0,0,0,0,0,0,0
"92","98582",1,0,1,0,0,1,0,1,0,0,0,0
"93","226922",104,84,113,142,89,112,65,58,38,54,35,47
"94","116837",1,0,0,0,1,1,3,5,0,0,0,2
"95","66755",1,0,0,0,0,0,0,0,0,1,0,0
"96","387225",0,0,0,0,0,0,0,0,0,0,0,0
"97","723964",0,0,0,0,0,0,0,0,0,0,0,0
"98","70155",28,60,33,25,25,40,29,21,22,23,22,17
"99","100503399",3,0,0,0,0,3,0,0,0,0,0,0
"100","280645",18,6,2,14,8,18,14,10,7,6,5,4
"101","98366",317,339,431,397,231,348,296,233,219,173,159,194
"102","68002",693,986,1053,923,600,779,703,860,960,481,627,1398
"103","68187",438,345,481,418,334,387,293,219,141,293,106,136
"104","12839",0,3,0,0,2,0,3,1,0,0,0,6
"105","12823",2,1,0,1,2,6,2,2,0,0,0,4
"106","68421",1438,1260,1326,1519,1090,1231,1109,1101,799,797,539,927
"107","210933",1,0,0,0,1,3,3,1,2,0,0,3
"108","100504323",0,0,0,0,0,0,0,0,0,0,0,1
"109","210940",0,1,0,1,0,0,2,0,0,0,0,1
"110","433281",3,0,0,0,0,5,1,2,2,0,3,0
"111","665903",1,0,2,0,0,2,1,1,0,0,2,0
"112","210962",5,0,0,2,1,0,0,0,0,0,0,1
"113","623924",0,0,0,0,0,0,0,0,0,0,0,0
"114","791350",0,0,0,0,0,1,0,0,0,0,0,2
"115","213109",606,581,651,550,489,681,349,378,341,367,287,327
"116","19243",197,197,233,287,230,263,203,253,147,130,94,76
"117","70988",0,0,0,0,0,1,0,0,0,0,0,0
"118","266744",0,0,0,0,0,0,0,3,0,0,0,0
"119","74708",0,0,0,0,0,0,0,0,0,0,0,0
"120","226957",0,0,0,0,3,0,0,0,0,0,0,0
"121","624262",0,0,0,0,0,0,0,0,0,0,0,0
"122","170771",0,0,0,0,2,1,0,0,0,0,0,0
"123","408192",0,0,0,0,0,0,0,0,0,0,0,0
"124","408191",0,0,0,0,0,0,1,0,0,0,0,0
"125","19076",1366,1443,1348,1483,984,1271,980,1135,1131,788,784,1251
"126","67503",14,21,12,18,5,11,5,3,7,3,8,7
"127","19335",1142,1069,1054,952,764,863,690,688,493,762,382,510
"128","213539",2489,2308,2606,2275,1705,1964,1909,2188,1448,1940,1396,2685
"129","98403",1115,1081,1097,1296,924,1147,919,849,531,739,357,379
"130","433287",2,1,0,4,1,2,2,0,0,0,1,1
"131","320705",78,64,83,74,24,96,46,59,61,22,43,72
"132","13518",2765,2849,2901,3129,2594,3508,1787,2200,1287,1288,813,954
"133","100628580",0,0,0,0,0,1,0,0,0,0,0,0
"134","69668",395,442,472,338,228,335,310,309,306,339,254,542
"135","27993",2230,2379,2321,2652,1935,2139,1746,1526,1935,1609,1310,2198
"136","52318",415,414,398,482,409,481,261,220,209,239,134,180
"137","19253",2,1,0,0,0,3,3,1,0,0,0,1
"138","21755",0,0,0,0,0,1,0,0,0,0,0,0
"139","12627",0,0,0,0,0,1,0,0,0,0,0,1
"140","21756",0,0,0,0,0,1,2,0,0,0,0,1
"141","211383",0,3,0,0,1,1,0,0,0,0,0,1
"142","241051",0,0,0,0,0,0,0,0,1,0,0,0
"143","226970",140,140,117,152,140,122,125,69,57,55,44,42
"144","214469",982,976,1004,1107,978,1333,752,845,658,642,470,774
"145","226971",1615,1608,1773,2206,1709,1960,1724,1612,924,1043,714,846
"146","50785",236,196,219,324,288,590,194,142,92,201,74,90
"147","320011",1818,1690,1704,1950,1512,2117,1304,836,683,1192,538,609
"148","214854",42,17,33,218,275,249,70,71,56,0,0,3
"149","214855",621,574,808,1047,768,986,682,698,296,376,198,126
"150","226976",896,781,790,805,623,845,480,392,247,439,193,224
"151","214895",447,532,518,641,409,567,421,377,223,340,162,200
"152","94220",511,494,628,501,441,489,679,543,203,234,158,107
"153","94218",125,130,158,103,101,124,83,96,73,74,56,68
"154","78321",137,87,121,89,58,135,61,73,19,73,29,15
"155","109346",296,337,326,309,229,379,236,184,239,165,123,217
"156","20353",14,8,5,23,4,6,2,3,5,9,3,0
"157","381337",1,1,1,3,1,6,3,2,0,1,0,9
"158","12859",1023,1248,1341,1323,929,1086,1041,981,1221,569,669,1472
"159","226977",2094,1952,1993,2411,1642,2061,1423,1144,970,1507,810,727
"160","71166",1,0,0,0,0,1,0,0,0,2,0,0
"161","22637",0,0,0,0,0,0,3,0,0,0,0,1
"162","56030",964,814,967,990,793,1202,428,483,429,690,371,498
"163","70853",0,0,2,0,0,2,7,0,0,1,0,2
"164","12790",5,3,0,0,0,1,0,1,0,0,0,0
"165","269180",739,741,742,785,626,825,613,741,259,252,210,199
"166","76178",3085,3000,3092,3075,2150,2450,2247,1877,1522,1823,1169,1331
"167","67387",1559,1630,1641,1579,1163,1342,1304,1447,1344,1026,885,2213
"168","269181",14,0,4,0,2,4,4,6,1,5,0,3
"169","77633",1,0,0,0,0,0,0,1,0,0,0,3
"170","100861893",0,0,0,0,0,0,0,0,0,0,0,0
"171","72097",0,2,0,0,0,4,0,0,0,0,0,12
"172","100503734",0,1,1,0,1,0,0,0,0,0,0,1
"173","211484",28,30,25,28,27,21,52,25,21,22,8,12
"174","623661",469,601,527,437,321,318,402,372,398,325,295,694
"175","69028",734,851,852,868,603,674,706,645,770,350,364,893
"176","107734",2714,3396,3290,3424,2367,3059,2595,2673,2874,1772,1686,3812
"177","332427",0,0,0,0,1,1,5,0,0,0,0,2
"178","69541",0,0,0,0,0,0,0,0,0,0,0,1
"179","98258",2519,2980,2897,3188,2553,2885,2456,2745,2620,1464,1513,3628
"180","226982",3309,3531,3620,3884,3186,3832,2931,2887,2396,1929,1708,2404
"181","56210",369,367,389,364,226,349,281,365,187,245,204,268
"182","16764",0,2,0,4,1,3,0,1,2,0,0,0
"183","381338",0,2,0,0,2,7,0,1,0,1,0,1
"184","98388",653,600,649,423,296,335,362,422,336,354,381,350
"185","100503760",5,3,7,5,1,4,3,4,0,1,2,2
"186","433292",0,0,0,0,0,1,0,0,0,0,0,0
"187","68833",2869,3496,3423,3418,2588,3157,2958,3777,2729,1906,1967,3946
"188","18143",1,0,0,0,2,0,3,1,0,0,0,0
"189","114641",443,628,614,550,386,522,437,385,527,334,346,520
"190","54610",31,24,20,17,18,35,11,28,16,19,12,14
"191","52846",473,483,544,514,340,476,297,447,340,198,221,324
"192","100217461",16,17,14,12,10,10,8,26,6,7,5,16
"193","67702",913,1001,1049,997,664,924,718,1133,900,427,596,1188
"194","263764",1,2,0,1,0,0,3,0,1,1,0,1
"195","619289",2,2,0,0,1,0,0,0,0,1,0,0
"196","100042065",0,0,0,0,0,0,0,0,0,0,0,0
"197","73426",0,0,0,0,0,0,0,0,0,0,0,0
"198","26921",437,480,526,579,469,693,328,361,278,312,261,258
"199","100047133",0,0,0,0,0,0,0,0,0,0,0,1
"200","16178",8,0,0,1,3,0,0,1,1,0,2,2
"201","16177",864,874,958,1093,907,1193,798,713,359,459,238,289
"202","107527",1,3,1,5,5,8,1,2,1,4,0,2
"203","17082",178515,195611,197069,237380,189405,200486,176147,208877,130458,95489,69611,81945
"204","16182",5,10,9,5,2,9,14,14,2,2,4,6
"205","16174",1602,1625,1828,2328,1515,1633,1218,1308,899,1121,505,535
"206","110895",0,3,0,2,3,4,2,0,0,0,1,4
"207","226999",11,5,7,2,1,9,15,9,5,1,5,1
"208","211798",176,174,196,90,65,102,91,25,52,93,53,74
"209","381339",0,0,0,0,0,1,6,0,2,0,0,1
"210","74897",0,0,0,0,0,0,0,0,0,0,0,0
"211","66297",0,0,0,0,0,0,0,0,0,0,0,0
"212","18993",0,1,0,0,2,5,1,2,0,0,0,0
"213","73100",0,1,0,0,3,0,0,0,0,0,0,2
"214","69527",2288,2552,2559,2926,2340,2790,2187,2259,1880,1571,1362,2547
"215","93690",0,0,0,0,2,2,4,0,0,0,0,1
"216","73122",213,179,210,156,143,266,139,71,73,152,54,66
"217","98404",1365,1265,1286,1295,934,1174,890,894,651,815,409,472
"218","14200",4895,5398,5479,5390,3648,4474,4635,5636,3653,3377,2883,5073
"219","666642",1,4,0,7,0,8,7,4,2,3,0,2
"220","17974",111,113,133,130,94,96,92,63,56,57,48,57
"221","100861934",0,0,0,1,0,0,0,0,3,0,0,0
"222","78896",0,1,0,3,0,0,0,0,0,0,0,0
"223","67883",298,313,384,412,254,395,314,211,192,287,151,158
"224","100503192",4,5,1,2,1,3,2,3,1,1,4,1
"225","22019",4537,4092,4433,4780,3490,3641,2984,2852,2039,3224,1682,1762
"226","433294",0,0,1,0,3,4,0,0,0,0,1,1
"227","75623",1029,1043,1097,1392,813,1090,879,1009,1007,841,836,1708
"228","72050",3310,3341,3426,3845,2640,2966,2520,2780,2523,2298,1714,3601
"229","246229",968,913,922,712,574,668,510,492,408,616,412,552
"230","22592",338,309,376,324,240,277,196,276,170,304,216,223
"231","100861960",0,0,0,0,0,0,0,0,0,0,0,2
"232","403183",0,2,0,0,1,1,0,0,0,0,0,0
"233","70676",348,422,433,422,297,368,354,656,247,170,174,240
"234","75066",3,0,0,0,0,0,0,0,0,0,0,0
"235","12825",2686,3028,2944,2264,2023,3061,2249,2743,1419,1280,871,1265
"236","12832",3730,3996,3971,3953,3325,4728,2994,3341,2351,2247,1504,2648
"237","73674",5039,5308,4985,5882,4551,5004,4168,4377,4251,3635,2689,4934
"238","433297",21,22,19,29,29,21,23,26,19,18,21,29
"239","53945",31,51,37,43,26,26,46,38,17,30,17,25
"240","100042453",0,0,0,0,0,1,0,0,1,0,0,1
"241","212225",1,1,0,1,0,1,1,0,0,0,0,0
"242","227058",19,13,14,14,6,17,14,9,8,7,4,14
"243","100101919",8,7,0,4,6,11,5,4,2,4,2,3
"244","227059",2055,1843,1974,2014,1392,1471,1295,1276,870,1526,881,846
"245","442837",0,0,0,2,0,2,0,0,0,0,0,0
"246","56363",3,7,11,4,15,13,11,2,0,4,1,5
"247","442821",1,0,1,0,0,5,1,1,0,0,0,0
"248","20324",926,1015,1016,1027,781,924,735,796,501,723,490,664
"249","109019",885,911,925,1145,907,1047,771,637,625,474,317,486
"250","100045066",6,0,0,0,2,2,1,0,1,0,1,0
"251","17912",1511,1166,1333,1649,1169,1483,1111,887,623,886,392,526
"252","20849",2,0,0,1,2,0,1,1,1,0,0,2
"253","100042634",1,3,3,2,0,1,0,3,1,0,1,3
"254","20846",1735,966,937,1825,1012,1404,1389,558,945,404,547,245
"255","14660",2332,2663,2676,2486,2292,2908,1858,2473,1714,1485,1205,2476
"256","17936",959,1049,1057,1341,1016,1335,790,976,581,641,390,549
"257","227094",93,109,153,76,75,120,82,57,60,69,46,67
"258","98682",35,50,68,80,58,65,21,25,30,13,13,16
"259","16329",369,385,387,517,417,463,302,254,215,238,142,150
"260","227095",653,782,705,693,604,633,590,735,532,397,352,765
"261","67080",0,0,0,0,0,0,0,0,0,0,1,0
"262","17700",0,0,0,0,0,0,0,0,0,0,0,1
"263","69397",0,0,0,0,0,1,0,0,0,0,0,0
"264","227099",189,210,213,188,96,119,120,141,105,150,96,138
"265","227102",566,612,543,546,401,464,420,445,512,384,290,818
"266","72085",300,265,320,348,250,305,236,273,252,227,169,398
"267","70396",3145,3356,3334,3464,2617,3085,2663,2562,2074,2022,1519,2407
"268","627872",3,3,0,1,6,6,0,2,0,0,0,0
"269","98267",723,806,733,1088,821,921,706,691,598,406,221,490
"270","329152",0,6,2,1,3,5,2,6,2,3,0,1
"271","78016",4,5,5,5,1,9,3,7,4,3,0,5
"272","98488",828,763,739,856,564,517,610,591,416,544,323,328
"273","241062",25,66,37,40,29,29,29,34,12,32,23,39
"274","329154",82,109,126,86,125,174,109,218,35,61,29,34
"275","81898",6924,7301,7171,8375,6207,6904,5171,5950,4729,4850,3390,4367
"276","67876",660,736,710,932,716,850,715,1343,741,609,501,1120
"277","15510",13925,13813,13920,17227,12740,14479,10627,9080,8980,10148,6395,7095
"278","15528",5091,5844,5974,6785,4486,5643,4808,4554,5979,3205,3552,7146
"279","19070",2951,3044,3217,3451,2648,3418,2882,3714,2711,2002,1566,3489
"280","74013",79,77,120,109,98,107,98,79,49,128,63,54
"281","212679",359,347,368,504,254,266,274,275,236,327,180,214
"282","75388",0,0,0,0,0,2,0,0,0,0,0,0
"283","227120",30,35,30,50,17,54,22,55,19,22,26,36
"284","626009",34,40,36,43,34,37,37,24,35,33,22,65
"285","329159",0,2,0,0,1,1,0,2,6,0,0,0
"286","71066",0,0,0,0,4,3,0,3,0,0,0,3
"287","212712",168,159,158,87,115,171,82,84,76,134,108,129
"288","329160",91,107,121,52,51,75,75,77,51,52,56,93
"289","407809",1,0,0,1,0,5,3,0,0,0,0,0
"290","75323",53,50,59,57,26,48,31,21,39,36,42,56
"291","73467",544,574,607,550,351,411,439,341,328,405,236,464
"292","68736",530,606,579,660,513,585,463,562,579,335,356,803
"293","68115",1156,1260,1245,1356,971,1223,979,1048,1068,690,672,1155
"294","67198",1,2,0,0,4,1,1,0,0,0,0,0
"295","51960",254,219,287,293,238,326,260,146,132,139,104,74
"296","68549",579,463,588,878,469,518,405,334,306,473,236,325
"297","11761",188,184,195,242,194,248,141,169,103,109,59,59
"298","71724",14,13,5,8,21,9,12,14,3,4,4,8
"299","71872",4,1,0,1,5,6,1,0,0,0,0,1
"300","213043",2,2,2,0,1,1,4,2,1,2,1,2
"301","66882",11031,11726,11751,13524,10347,10617,9369,9527,7430,7571,5232,6765
"302","12747",2273,2355,2447,3203,2371,2853,2274,2660,1819,1004,815,1681
"303","70225",958,1021,1055,937,728,916,668,792,854,703,550,1079
"304","65102",2296,2606,2526,2583,2071,2293,2063,1823,1869,1346,1233,2492
"305","18393",2210,2383,2144,2466,1693,1701,1657,1321,1586,1967,1384,2026
"306","100504455",6,4,0,4,2,2,5,3,1,0,0,5
"307","213056",366,394,396,389,267,373,278,365,170,261,169,202
"308","66495",985,1365,1195,1202,798,1034,963,1103,1129,640,762,1453
"309","100504501",14,30,18,25,10,10,23,15,10,8,12,24
"310","108812",32,18,39,29,18,30,16,25,25,24,13,13
"311","12633",530,594,612,1116,915,1198,641,713,376,478,268,353
"312","12370",1700,2059,1862,2304,1831,1891,1459,1654,1484,1079,943,1696
"313","70827",537,435,571,597,442,656,388,357,217,378,180,264
"314","227154",663,696,782,666,573,621,549,670,391,397,262,530
"315","73463",0,0,0,0,3,0,4,0,0,0,0,0
"316","381259",1274,1550,1513,1570,1164,1399,1209,1265,1159,887,844,1801
"317","227157",14,7,2,3,6,3,3,2,2,1,0,6
"318","74018",168,129,184,129,111,209,121,145,58,90,51,51
"319","271697",0,0,0,0,0,1,0,0,0,3,0,0
"320","14369",159,177,161,122,65,145,112,57,51,96,54,65
"321","381260",1,1,0,0,1,3,1,0,0,0,0,1
"322","22218",1866,2202,2203,2555,1939,2197,1832,2323,1958,1248,1224,3262
"323","55989",7580,8278,7638,9713,7065,8353,5796,5992,6513,5332,4662,7195
"324","100217459",2,5,0,0,0,1,0,1,0,2,0,1
"325","100217421",0,2,0,1,1,0,0,1,3,1,1,0
"326","12168",185,144,148,140,114,188,108,94,99,108,43,76
"327","100504533",49,92,67,117,97,113,70,88,49,41,41,47
"328","72750",386,481,411,374,323,446,343,390,258,288,215,297
"329","70375",0,0,0,2,3,8,3,3,0,0,1,1
"330","57750",3026,3254,2852,3434,2555,2763,2224,2285,2602,2093,1769,3831
"331","241066",56,39,44,38,24,23,16,44,14,45,19,24
"332","100504573",1,1,4,1,1,9,0,4,1,0,0,1
"333","269198",392,461,457,444,272,394,297,291,232,217,177,239
"334","77951",2164,2384,2384,2596,1894,2034,1820,1861,1534,1561,1119,1724
"335","329165",1475,1310,1406,1430,1137,1369,968,868,552,1038,437,537
"336","77300",1273,1300,1309,2083,1994,2760,1202,1664,1126,663,471,736
"337","100043027",0,2,0,0,0,0,0,0,0,0,1,2
"338","100042533",0,0,0,0,1,0,0,0,0,0,0,0
"339","12487",0,1,1,1,3,1,0,0,0,1,0,5
"340","100504618",0,0,0,0,1,0,0,0,0,0,0,0
"341","12477",0,0,0,0,0,0,0,0,0,0,0,1
"342","54167",4,0,0,0,1,0,1,0,1,0,1,0
"343","77341",0,0,0,0,0,1,1,0,0,0,0,0
"344","72823",12,1,6,11,11,8,7,6,2,2,5,8
"345","18187",1002,860,803,1874,1411,1918,734,551,532,306,157,135
"346","74992",4,5,1,11,10,15,0,8,7,0,1,1
"347","227195",345,271,268,410,280,428,227,332,169,172,104,102
"348","100380944",22,24,30,23,26,18,9,12,7,15,11,17
"349","100504668",21,19,37,13,10,15,9,9,4,8,8,1
"350","227197",3791,3902,4082,4670,3477,3889,3105,3497,2701,2515,1862,2731
"351","55949",22239,26138,26531,26997,19786,27067,20166,20254,20092,14033,12533,20007
"352","100217464",7,7,2,10,9,6,5,8,1,3,0,5
"353","241070",1,0,0,0,0,0,3,3,1,0,0,0
"354","73884",6,9,1,0,10,4,21,25,0,0,0,21
"355","23792",1,1,0,0,4,3,0,0,1,0,0,3
"356","241073",0,0,0,0,1,2,1,0,0,0,0,1
"357","76668",0,4,0,0,2,0,1,1,0,1,0,0
"358","75619",1483,1530,1379,1772,1209,1414,1192,1296,1251,966,763,1862
"359","74426",0,4,1,6,5,0,5,0,4,6,2,0
"360","433315",0,0,0,0,2,0,0,0,0,0,0,0
"361","93691",287,239,294,456,270,377,234,204,128,161,96,89
"362","12912",1144,975,1055,1324,1211,1239,901,829,481,763,445,529
"363","67099",839,891,880,888,628,790,724,685,606,558,428,702
"364","69941",239,253,344,269,184,225,161,176,258,163,195,409
"365","227210",155,182,176,169,151,212,123,151,128,109,65,132
"366","14367",40,49,46,77,22,47,40,26,17,16,9,21
"367","241075",95,108,103,124,101,127,108,105,50,72,48,39
"368","70861",1,0,0,2,0,1,2,0,0,0,0,1
"369","667276",0,0,0,0,0,2,0,0,0,1,2,2
"370","12968",0,0,0,0,0,0,0,0,0,0,0,0
"371","12967",0,0,0,0,0,0,0,0,0,0,0,0
"372","12966",0,0,0,0,0,0,0,0,0,0,0,2
"373","12965",0,0,0,0,0,1,0,0,0,0,0,0
"374","12964",0,0,0,0,2,0,0,0,0,0,0,0
"375","98303",1,1,0,0,3,0,3,0,0,1,0,0
"376","15926",1647,1934,1985,1896,1392,1727,1682,2615,1163,1115,892,1374
"377","18711",523,472,425,432,345,520,295,315,276,246,168,233
"378","213527",9,11,7,7,7,11,11,2,2,6,5,5
"379","12969",0,0,0,0,0,2,0,0,0,0,0,0
"380","17756",133,134,156,110,135,205,101,125,72,112,65,76
"381","100038569",5,4,6,8,8,20,13,7,8,3,4,9
"382","329178",9,7,6,8,5,22,18,1,3,11,2,2
"383","66646",2535,2681,2605,3034,2265,2621,2089,2266,2000,1711,1352,2406
"384","68691",143,130,140,178,111,181,116,127,93,98,75,87
"385","11363",3687,3825,4094,4026,3068,4054,3335,3498,2327,1986,1537,2158
"386","100862127",0,0,0,0,0,0,0,0,0,0,0,0
"387","17901",0,0,0,0,0,0,1,0,0,0,0,1
"388","14768",1025,1174,1147,1146,936,1148,875,1005,648,669,508,830
"389","227231",2,0,1,0,1,4,1,1,0,1,0,3
"390","13869",0,0,0,0,1,2,2,0,0,0,0,1
"391","100502712",0,0,0,0,0,0,0,0,0,0,0,0
"392","22779",103,77,97,88,69,100,62,123,44,41,33,60
"393","66722",0,0,0,0,0,0,0,0,0,0,0,0
"394","320460",1,0,0,0,2,0,0,1,0,0,0,2
"395","12021",59,70,65,78,50,82,46,46,36,35,30,24
"396","74591",0,0,0,2,0,1,3,0,4,1,0,3
"397","108147",3477,2848,3167,3402,2413,3234,1952,1376,1297,2244,1165,982
"398","14268",20815,19159,20444,22253,21917,30468,13115,13536,9892,12457,6438,9172
"399","100042814",16,15,13,8,12,10,19,8,5,6,3,11
"400","667931",1,2,0,3,0,2,0,3,0,0,1,0
"401","71134",4,3,1,2,4,3,5,8,5,1,2,2
"402","433319",0,1,0,0,0,1,1,0,0,1,0,1
"403","381269",42,22,32,95,53,51,39,37,17,15,23,11
"404","111175",990,1156,1065,1167,961,1088,963,974,825,551,561,1071
"405","271711",17,19,33,16,10,16,10,15,7,9,7,4
"406","22596",2726,2916,2755,3167,2339,2685,2382,2733,1850,1787,1331,2257
"407","381270",5,1,5,0,1,4,5,4,0,1,1,2
"408","54380",673,617,698,552,471,611,500,470,328,462,234,231
"409","319695",0,0,2,0,1,1,1,0,0,1,0,1
"410","19981",3428,4759,5105,5024,3028,3201,4278,3429,5140,1988,3181,5733
"411","16008",4,0,0,0,0,0,3,0,0,0,0,1
"412","16011",2,0,0,5,0,0,0,0,0,0,0,0
"413","21958",0,0,0,0,0,0,0,0,0,0,0,0
"414","69449",0,0,1,0,0,0,0,0,0,0,0,0
"415","723792",5,0,0,0,0,0,0,0,0,0,0,1
"416","78718",0,0,0,0,1,3,0,1,0,0,0,0
"417","109198",1,0,0,0,0,1,0,0,0,0,0,1
"418","21961",121,117,116,152,127,212,81,114,65,47,35,25
"419","435626",0,0,1,1,6,1,2,0,0,0,1,3
"420","100862357",0,0,0,0,0,0,0,0,0,0,0,0
"421","12765",6,0,0,0,1,0,1,1,0,2,0,0
"422","227288",1,0,0,0,0,1,0,0,0,0,0,1
"423","100316687",0,0,0,0,0,0,0,0,0,0,0,0
"424","76709",9113,9334,9841,11359,8052,10743,8133,7605,6005,5599,4157,6925
"425","227289",0,0,0,3,0,0,1,0,6,0,0,0
"426","227290",5752,5614,5464,6374,5182,6352,4791,3966,3256,3512,2280,2342
"427","56695",1085,1080,1042,1614,1175,1423,713,621,463,572,271,369
"428","69660",3479,3634,4025,4391,3555,3867,3222,3064,2006,1908,1194,1339
"429","241112",281,253,217,285,229,281,183,138,149,79,67,52
"430","18173",68,116,79,126,73,91,68,60,89,59,43,100
"431","227292",237,253,236,262,220,380,174,116,98,139,52,75
"432","387219",0,0,0,2,0,0,0,0,0,0,0,0
