Gene_ID,IL.1_1,IL.1_2,IL.1_3,LPS_1,LPS_2,LPS_3,PAM_1,PAM_2,PAM_3,Con_1,Con_2,Con_3
72258,6.976892508,6.958377321,6.971184436,7.505574933,7.634022396,7.442823886,7.868285184,7.101920281,7.463294933,5.5099846,5.666672966,5.827550764
104871,4.210375684,4.088843414,4.410696637,3.743134926,3.338394546,3.912457411,4.396066878,3.950508693,3.981008762,4.191997075,3.825384929,4.321855928
24000,3.324438621,3.674838932,3.738512741,3.271306396,3.470829084,3.495400962,3.065743397,3.031221491,2.900640996,4.116703017,3.77412117,3.171092781
75553,6.744502456,6.815489201,6.867089554,6.807500658,6.567545879,6.592688719,6.733769225,7.354004453,7.089267423,6.728831318,7.125441453,7.456968528
319670,0.606918511,1.277590528,0.150275553,1.095013465,1.098055895,0.848861975,1.185682905,0.948879916,1.405392385,1.449205107,0.388714886,1.072725251
76260,5.439991481,5.521517037,5.658732184,5.517123105,5.46012171,5.261574287,5.557990399,5.65423627,5.728629042,5.744055203,5.835589469,5.845895556
71375,2.667710663,3.008785609,2.605535085,2.33535494,2.528860994,2.583915998,2.90151574,2.687148678,2.221562762,2.224639684,2.673947372,2.036290903
78767,2.82730321,2.666960009,3.174946866,2.784531485,2.873239651,2.759671756,2.84697776,3.288486829,3.348170934,2.815529992,2.998210589,3.817046176
104884,5.84098395,5.81459798,5.734989262,5.852426578,5.86502115,5.803857867,5.644476126,5.744756742,5.827650654,6.077619094,6.044712413,5.658823812
19179,8.23669002,8.316646387,8.20194218,8.357027794,8.424322368,8.265837822,8.393283072,8.466430899,8.671917212,8.32538026,8.581606686,9.0286151
217827,3.455891151,3.187466618,3.636173184,3.307100853,3.419304743,3.461892058,3.276447159,2.942856253,2.600693747,3.786524423,3.262799646,2.497276664
12313,10.00274378,10.32496186,10.1916702,10.439164,10.40458145,10.34624243,10.48630228,10.61606574,10.83138322,9.896003897,10.57977143,11.17775588
104718,3.66959503,3.412630407,2.878854655,3.134553079,3.753387133,3.406604346,3.356715252,3.348682575,3.258560994,3.404430876,3.387428027,3.141695466
73086,1.456319775,1.427415994,1.340053618,2.21991847,2.496078297,2.426058486,1.758511723,2.96866054,1.497802927,-0.693804589,-0.818810342,0.257007026
217830,5.447031718,5.338763128,5.44833929,5.432144851,5.495796433,5.372132332,5.290630815,5.388743495,5.095475853,5.184250745,4.936909504,4.783392151
68339,0.268389099,0.063138445,0.980414962,1.589442733,1.375441312,1.853416062,1.500343043,0.459740116,1.200660345,0.274626117,0.086495084,-0.62159165
68734,5.367632413,5.40349461,5.450016151,5.656842895,5.483305839,5.853802194,5.549476699,5.55977743,5.439246519,5.360748036,5.538130577,5.314778033
319760,0.135248546,1.145410787,1.052827512,0.543011441,0.446464178,0.471760943,0.458201184,0.530748936,0.895602317,1.308648094,0.388714886,1.500867142
23876,3.887088956,4.015005989,3.87957698,3.872999343,4.119006439,4.080849014,3.955197032,3.988842908,4.175419486,3.888815509,4.130641857,4.072069677
109181,3.991899703,3.927155159,3.928510651,3.872999343,4.041607699,3.941923232,3.769739092,3.956968882,3.746874404,3.968844962,3.77412117,3.495478069
110616,4.586956851,4.547429286,4.603834645,4.724631925,4.718217619,4.783358716,4.718161408,4.689231153,4.352915178,4.650852466,4.275922166,4.34138246
100040297,5.794821901,6.32289166,6.20605744,6.46179687,6.087638349,5.521105347,6.635630159,6.160344267,7.398846619,5.683674492,7.100946502,7.437443479
51786,6.612181771,6.476931185,6.414510772,6.635859178,6.587134449,6.642893528,6.477449646,6.306622847,6.356463151,6.855289291,6.635447471,6.416235552
19141,6.981748667,7.280343689,7.29557968,7.14866447,7.338226115,7.175125525,7.489836636,7.58060209,7.238182291,6.90292383,7.186757721,7.653323913
27277,5.483439639,5.477523304,5.509120657,5.394373025,5.493722163,5.382915124,5.581147284,5.662165133,5.650260225,5.688409948,5.495246014,5.514339662
217837,3.413390695,3.082934021,3.569859778,3.328158855,3.030315024,3.521658754,3.180462901,2.276359614,2.42354673,3.695366971,2.952826385,2.036290903
320351,3.823590783,3.80650605,3.771073876,3.992133257,3.821125558,3.698951723,3.598736877,4.727519329,4.805750914,3.897021206,4.936909504,6.172757503
100233175,4.193730001,4.084337651,4.207609332,4.196803164,4.030203811,4.045090453,4.438182141,4.284274009,4.678260755,4.288721438,4.815389639,5.321348369
66622,5.963874824,5.948301798,5.725328521,5.606020389,5.62080567,5.425258007,5.805082858,5.656222575,5.655284991,5.93347933,5.995204331,5.732155637
238386,3.162792514,3.331304933,3.05666497,2.565580415,2.885948527,3.178069724,3.135663711,1.979123884,2.351075859,2.883181874,2.178216035,2.630225959
68149,4.84590237,4.982227617,5.037688199,5.016045385,4.700340989,4.548149638,5.198342744,4.458291017,4.638215895,4.994627886,4.730532326,4.534710339
27225,8.044686388,8.037225464,7.927962151,8.246842086,8.183067703,8.048847203,8.220039713,8.030280632,8.130339061,7.940468149,8.184561707,7.776783438
52668,6.953599861,7.225132215,7.004087799,7.389745772,7.025088467,7.008155748,7.332498022,7.541913397,7.637809813,6.498817686,7.714411381,8.079683987
76933,2.951316053,3.179039101,3.05666497,3.559448,2.682452379,2.279882342,3.112731409,3.703982135,3.659549414,2.325362869,3.799980734,4.240994485
74521,2.21887969,2.920543331,2.61752216,2.33535494,0.577592753,1.991332881,2.002586249,2.916582008,2.300657057,1.904775268,1.717534874,2.65124006
20715,0.5557304,0.749727449,0.73842705,0.957625458,0.224293985,0.300354213,1.27101191,2.077268822,0.752886939,-0.198089977,0.748792136,1.633500708
192119,4.667525577,4.678762316,4.417569,4.529350798,4.552735979,4.834005363,4.386538592,4.29960451,4.395577362,4.442397083,4.23858862,4.482903446
212073,1.779993335,0.446897308,1.719533806,0.59026252,0.861168271,0.524651435,1.569343837,-0.060420495,1.254630879,1.449205107,1.276617441,0.721766353
69434,1.614764142,1.733954962,1.945560564,1.863922969,1.911276837,1.768251568,2.002586249,1.502013434,2.221562762,1.308648094,2.255009582,2.827744959
73046,2.080861332,2.527875524,2.298143173,2.814686045,1.638358983,2.295184712,2.051641599,3.204107742,3.408933012,1.999274201,3.608401091,4.016469105
12062,1.0005867,0.8802231,0.864488747,1.743687686,1.78126187,1.366169325,0.782677889,0.459740116,0.50825049,-0.064618643,-0.534017597,-1.802934267
12061,1.96792727,2.298139898,1.805877537,4.86573199,5.012870881,4.744868442,4.01207189,4.609464548,4.401570265,-0.508987308,-0.092235674,1.072725251
76559,4.691437183,4.246374242,4.250578352,4.526316963,4.696738927,4.956962589,4.447376444,4.309735082,3.996929698,4.679676894,3.922751479,3.788877707
66787,5.903737495,6.179225217,6.093624676,6.035343231,6.247593436,6.070503008,6.252029276,6.651429705,6.622006147,6.132513575,6.312882886,7.152492093
18789,7.82044057,7.848516959,7.808866909,7.864457194,7.886501095,7.849487407,7.823527662,7.802634294,7.705378738,7.896125461,7.868997226,7.809866705
22367,5.690418375,5.534788034,5.63534108,5.779129349,5.464364813,5.670864828,5.447777963,5.814005879,5.782438005,5.628069326,5.735290561,6.078940026
52690,6.174706015,6.247314362,6.059980107,6.051260909,6.175665799,6.346856455,6.287018776,6.095948067,5.993555545,6.175310567,6.173937751,5.404146476
12454,2.567905594,2.266669375,2.918152877,2.700894938,2.053250551,2.656807108,2.374414751,2.053351402,3.258560994,2.832742691,3.299519736,3.335908387
68519,7.56738021,7.317291904,7.347783029,7.097457602,7.023651534,6.837053554,7.169135108,6.917146676,6.602627543,7.87862129,7.431797051,6.805277468
14026,1.399386899,0.8802231,1.052827512,0.88369175,0.376141523,1.336892898,1.758511723,1.187323051,1.254630879,0.274626117,0.946973737,0.721766353
22632,4.45349101,4.351361033,4.507277474,4.435440123,4.445213506,4.554522257,4.367291129,4.871253716,4.527482711,4.07391464,4.465590223,4.897713993
214663,1.639558806,1.71075595,1.340053618,0.957625458,0.141923321,0.173609875,1.569343837,0.598426077,1.584648843,1.493170686,1.276617441,1.009033481
104910,0.750411825,1.339400035,0.980414962,0.096168217,0.446464178,1.078465355,0.221483413,0.222976772,0.50825049,0.779592204,-0.092235674,0.721766353
22375,7.575835443,7.495423232,7.66178706,7.718914119,7.656448018,7.452239927,7.309992814,7.007830259,7.09390115,7.633635087,7.385579206,6.335771848
212198,2.980722393,2.043452461,3.011955748,2.947629027,2.338574185,2.216996211,3.124243125,1.979123884,2.831295874,2.250487374,2.363040231,1.072725251
380785,1.111087261,1.510369637,1.763351522,1.220448076,0.911759849,1.723706709,1.311855565,0.896069103,0.826008634,1.535835959,1.416916442,1.072725251
26931,6.917940221,6.942283171,6.825709624,6.880593886,6.858572197,6.819962771,6.83619369,7.112809577,6.973344141,6.990846973,6.89441205,7.119885425
13424,6.516705306,6.538342862,6.61017414,6.557779849,6.801860335,7.015103542,6.401429513,6.231345191,6.170684861,6.301218564,6.066182196,5.820610878
15519,7.51976066,7.695911803,7.577618345,7.813413151,7.821418582,7.858850809,7.752979986,7.716258875,8.19861672,7.698450703,8.048933183,8.270441302
69641,3.543892944,3.674838932,3.569859778,4.196803164,3.953796745,3.946776219,3.868871696,4.16657796,3.846890614,3.968844962,3.734441392,4.441282334
26448,1.589535886,0.961092163,1.368705092,1.416710498,0.577592753,1.630265624,1.464564286,1.571020024,1.705838639,1.871848175,1.121190281,2.158743645
72805,1.213723053,1.455600518,0.500249734,0.723384416,1.098055895,1.366169325,0.723359744,0.222976772,1.356868219,0.630085986,1.276617441,0.640027989
100041649,1.866554423,2.473779508,2.252750208,2.010078364,2.356948167,2.383739438,2.669782307,2.83476014,2.917468704,1.577275636,2.291925962,3.374329634
67236,5.755664738,6.033743939,5.842311662,6.179424651,6.005582197,6.104559432,6.161351095,6.154735142,6.467753337,6.028044432,6.604599403,7.123649417
104859,2.848726511,2.298139898,2.531442584,2.577354194,2.428189755,2.748597905,2.746275125,2.62359841,2.274771124,2.611253229,2.097103873,1.633500708
74251,3.774063066,3.212457757,3.721952376,3.069348414,3.151049325,3.226764675,3.606965601,3.159992348,3.323130967,3.68592625,3.470286028,2.751950637
217864,4.025210199,4.167629648,3.971175321,3.634624867,3.953796745,4.45243638,4.235504294,4.51630627,3.855648351,3.49370968,4.303301686,4.240994485
22031,3.221451114,3.383585157,3.253864887,3.844051383,4.281724784,4.551339466,3.1469946,3.756772891,3.284736784,3.608090395,2.781696982,3.049728896
217866,4.428810099,4.270373773,4.318242644,4.406032041,4.397194815,4.598359405,4.01207189,3.719263347,3.598250751,4.744775406,3.317535145,2.520303214
74190,3.22963956,3.536549449,3.306646347,4.154201026,4.406045205,4.27471866,4.07274294,4.038420416,4.499815861,2.27588011,2.616896365,3.574608589
21928,6.693613265,6.914631115,6.677565945,8.548631002,8.554405923,8.712161696,7.912110974,8.307740432,8.008994552,5.177529844,5.510988288,5.787775891
217869,7.872028091,7.872234711,7.869329839,8.161422993,8.168187822,8.131626241,8.09471684,8.160881711,8.091477585,8.207853149,8.290399282,8.545861309
17169,4.941226113,4.757285565,4.615835798,4.529350798,4.913959849,5.109739987,4.660031096,4.967177466,4.922883906,4.616479533,4.846742602,4.999547181
12709,1.309539608,1.687177785,1.155056408,1.657576388,1.375441312,1.366169325,0.839653111,1.187323051,1.254630879,1.206708708,0.388714886,1.405146364
328162,3.745794768,3.582004874,3.576015814,3.86821484,3.68231084,3.591496571,3.539782923,2.276359614,3.618974381,3.98433159,3.578831244,3.001449437
70369,5.083551932,5.38712475,5.167699727,5.262024363,5.414799037,5.437377492,5.251799357,5.501309989,5.298603358,5.444311243,5.2310891,5.254258347
68020,4.670536291,5.011001471,4.907049955,4.875301582,4.850537177,5.036511297,4.97496279,5.035916825,5.019573816,4.596463793,4.682684661,5.5567205
16593,6.175765895,5.828135752,5.698775657,6.120290952,6.162668686,6.167236045,5.878294241,5.540550362,5.504739787,6.380902812,5.848037781,5.051845617
74335,1.948214551,1.71075595,2.356527401,1.920480422,1.668094414,1.50425216,1.351574674,0.784268295,0.895602317,2.396543329,1.822191288,1.405146364
68520,5.577865932,5.671737658,5.601037693,5.177526178,5.235255262,5.341136026,5.593623381,5.632204497,5.816479633,5.384287547,5.781452067,6.479287654
21981,2.283233812,2.344094793,2.090213253,1.679590843,2.282005027,2.046629391,2.232710997,1.927428516,1.817632399,2.144196185,2.905967988,2.067892185
70257,6.293711477,6.739437078,6.671110457,6.62100439,6.332445797,5.941509697,6.884379067,6.63440149,7.513964615,6.305848443,7.352104055,7.859240456
104885,1.278302526,0.794550394,0.73842705,0.921132162,1.545288491,1.042646923,0.596863725,-0.413442135,0.826008634,1.258578581,1.036710161,1.009033481
70435,4.189538397,4.3993091,4.159226698,4.740426998,4.873053639,5.474817711,4.518894655,4.258355507,3.727920515,4.116703017,3.262799646,2.771275785
11565,2.501828799,2.748960627,2.593447577,2.565580415,2.821254114,2.583915998,2.966910958,2.942856253,1.781321907,2.349482017,2.291925962,2.067892185
30954,5.828907605,6.047697858,6.230654657,6.006241205,6.035833938,5.981078142,6.184904133,6.352670696,6.290173959,5.855622716,6.220159927,6.542513699
11651,5.727030009,5.560969319,5.558145273,5.529297366,5.259874412,5.548500744,5.382170948,5.454138428,5.317744537,5.461011971,5.745307411,4.962196977
217882,2.202332401,2.024761805,2.189915329,2.027349062,2.375091079,2.216996211,1.427875603,1.04903349,1.405392385,2.300833629,1.482260517,1.405146364
100041194,5.856930088,5.874541913,5.929034102,5.292700608,5.696703892,5.979894907,5.536611197,5.895299037,4.819245314,5.630532034,5.30518895,5.369694655
100047183,5.363917414,5.284801919,5.441612289,4.809439859,4.959761655,4.747652064,4.933032724,5.553396837,4.581273829,4.391033288,5.10191696,3.228149172
217887,4.255185107,4.428042619,4.183620827,3.969974008,3.866718425,4.14136998,4.246080325,4.29960451,3.948629904,4.601493822,4.661682549,4.562707874
71963,6.111861267,5.919501762,5.975181375,6.178458691,6.104048025,6.208230861,6.063094437,6.502611911,6.124328324,6.367677995,6.303874208,6.436047767
66174,3.740074028,3.891492138,3.994343833,3.732643898,3.725375398,3.804312795,4.054808016,4.092231516,4.088933171,3.438561127,3.63737702,4.523357399
72308,3.490376151,3.245119795,3.299223338,3.716762911,3.576526945,3.65810921,3.663288828,3.4252253,3.258560994,3.608090395,3.66578242,2.864199358
399566,0.704148566,0.555059047,0.904174883,0.336821107,-0.244593161,0.889757342,0.782677889,0.530748936,0.961992819,1.403857466,-0.296281994,1.405146364
217893,3.037795782,2.900178761,2.342151353,2.442235217,2.682452379,2.824387085,2.572292979,2.169160232,2.194204119,2.866563983,2.178216035,2.098816074
116870,3.681583235,3.482783817,3.500350806,3.588827586,3.495917239,3.897495703,3.124243125,2.50516908,2.300657057,3.880562872,2.463541927,1.590630217
68337,3.196603171,3.601055733,3.467613688,2.920154442,3.12983587,3.242637807,3.513760321,3.976177676,3.17705743,3.039611609,3.734441392,3.95863953
104732,2.134177384,2.201590831,2.32763061,2.403077117,1.834681905,2.046629391,2.335328035,1.353231585,1.626186908,2.832742691,2.291925962,1.453800474
56220,4.340833107,4.088843414,3.7817663,4.056639237,4.018709062,3.804312795,4.090457641,3.995134072,4.257013067,3.830030417,4.424620951,4.839398108
217935,3.892256446,4.119995778,3.7817663,3.763890854,3.821125558,4.162383733,3.882493389,3.963400273,3.784051113,4.07391464,3.693639324,4.095257811
52635,5.595398042,5.652081884,5.51874021,5.640100202,5.684025067,5.885741878,5.483970242,6.160344267,5.521347033,5.297064872,5.510988288,5.944951907
319545,3.0470923,2.815718076,2.838455924,3.110445359,3.479240371,2.896392761,2.804677185,2.687148678,2.866385041,2.669894146,2.397324621,2.003981884
76044,4.4464823,4.093335148,4.361651026,4.628879348,4.449500617,4.320307626,4.396066878,4.177683305,3.864353245,4.282471037,3.980429033,3.924522577
217946,5.528939032,5.419680807,5.271867415,5.20434871,4.950716882,4.882934165,5.214588727,4.957544934,5.110188565,5.59818419,5.388508021,5.233507494
20688,1.823922985,1.145410787,1.867404741,1.635220797,1.338933394,1.394863446,1.53525592,1.927428516,0.100136235,1.258578581,-0.092235674,0.461191376
320910,1.111087261,1.110382946,1.310821586,0.680360986,-0.13783174,-0.38574543,1.141048045,0.598426077,-0.471078655,1.493170686,-0.534017597,0.362708462
14569,8.473602746,8.573517483,8.515944251,8.58371218,8.554405923,8.487266653,8.684690146,8.687455317,8.522502431,8.659394314,8.619313341,8.811280909
105203,6.057698295,5.796806795,5.893736452,5.894210925,6.185979838,5.815843992,5.581147284,5.531922051,5.567388556,5.642782906,5.446961532,5.15107707
142688,3.569924841,3.607350523,3.174946866,3.467539281,3.319781201,3.226764675,3.356715252,3.193204714,3.577225092,3.921361929,3.387428027,3.96704418
56349,5.360192824,5.257045074,5.45503507,4.628879348,4.983607439,4.699584178,4.838356962,4.918358485,4.527482711,5.61817624,5.291582036,4.227065716
105387,0.750411825,-0.264495779,1.121778541,0.765161888,0.754330014,0.575671291,1.311855565,2.296875743,1.356868219,1.535835959,1.919766478,1.633500708
56043,5.072213268,5.199876022,5.334937587,4.992055717,5.272028215,5.072480498,5.290630815,5.794299591,5.553998788,5.268887362,5.405452084,6.363094764
23849,7.028845451,7.15596238,6.872101407,6.998032721,7.079349546,7.162143529,7.009146385,7.030977809,6.778719573,7.222340515,7.245573871,7.296166394
69617,7.444808333,7.417413392,7.530847586,7.606700678,7.620777974,7.401884726,7.391445682,7.40214245,7.181841004,7.453416096,7.451305962,7.038484535
56421,4.679530919,4.788090269,4.757988807,4.642953565,4.989507806,4.582855744,4.81012499,5.227103728,4.35908756,4.753839961,4.339017715,3.915865768
207615,4.985417213,4.630129841,4.892324816,5.136333518,5.086289157,4.940025948,5.225318629,4.911722665,4.90611961,4.849962949,4.248012969,4.654029515
319554,2.880276536,3.027683035,3.284261749,3.085927938,3.232915046,3.066562933,3.606965601,4.26877885,3.335705275,3.259212727,2.998210589,3.807717663
69237,7.40739942,7.419650692,7.391197546,7.709582802,7.740196849,7.658589548,7.742280642,7.684008546,7.753617287,7.305604408,7.502403836,7.453234176
217980,5.004631427,4.762935565,4.831873651,5.20434871,5.108147787,5.195830141,5.134314482,4.9413464,4.586544256,4.75835097,4.581948229,4.177227935
208440,3.39894102,3.462093643,3.630269079,3.571271726,3.56866566,3.687399939,3.686770108,3.96980312,3.090672248,3.647533181,3.105792277,3.563566506
66505,5.378720353,5.470634363,5.441612289,5.405973841,5.416989854,5.604852173,5.209193701,5.089819663,5.069361951,5.539114,5.442863921,4.633056302
328186,1.399386899,0.961092163,1.340053618,1.127409271,1.697229324,1.18087535,1.27101191,0.999825626,0.594488125,0.630085986,0.245504289,1.192247281
238505,2.772310406,2.313621414,2.221674829,2.044415454,2.51256276,2.369352662,1.925726436,1.429539602,1.144592068,1.577275636,0.946973737,1.133723658
217995,6.486272694,6.041900118,6.190092245,6.298904796,6.574432174,6.386687932,5.759672773,5.55977743,6.011300264,6.553049951,6.123627919,5.799588645
56048,6.547328364,6.57172143,6.505210518,6.576233273,6.641545503,6.50903218,6.727178662,6.629354701,6.756679706,6.260458068,6.253295111,6.14709767
67475,1.399386899,0.446897308,0.78168314,0.805763539,1.263023369,1.530350792,1.228978169,1.230622878,0.100136235,0.706774892,0.748792136,0.721766353
664862,4.583766368,4.633217875,4.685818877,4.637340343,4.568589085,4.435272682,4.872887324,4.864397133,4.712410793,4.33777308,4.275922166,4.447302229
18811,4.275101854,4.483847806,4.34011009,4.571167921,4.007121992,4.368122321,4.312996995,4.109731584,5.275946198,4.641114909,4.936909504,5.910505814
83924,7.005191149,7.000835977,6.970016193,6.9347989,6.928576935,6.872553459,7.030716056,6.970003885,7.106796963,6.614054671,6.578690303,6.620504751
18073,9.644618177,9.448088062,9.421900821,9.473731862,9.563949997,9.655782221,9.143647366,9.153900925,9.270939253,9.511697113,9.077104008,9.015253577
17101,1.511090952,1.865821489,2.252750208,1.589442733,1.053688302,1.97241948,2.167443897,2.540009548,1.497802927,1.936967594,1.966185939,1.830601115
97884,5.82080018,5.659673523,5.63091271,5.735134837,5.807732609,5.704205657,5.668263079,5.835201034,5.023465272,6.029911233,5.623879167,5.616710241
70430,5.420451787,5.774604412,5.657281299,5.51253114,5.578371506,5.456219052,5.486202395,5.831690061,6.048059589,5.336818066,5.823032811,6.321094523
14593,5.867463763,5.913164075,5.838475912,6.070133159,6.130989403,5.956024097,6.14449083,6.248562572,6.26409753,6.013022418,6.033856506,5.999229894
94246,5.54379211,5.629064298,5.433159188,5.684322708,5.834204231,5.903323991,5.849107129,5.925258437,5.400869547,5.366669019,5.323134142,5.382317985
75398,5.973658439,6.235171152,6.030023542,6.240864011,6.118928003,5.985801402,6.382381003,6.483721234,6.67492107,5.970886693,6.573077295,7.187977711
19166,8.263856018,8.57933304,8.459207455,8.632493873,8.606686571,8.506704759,8.636767364,8.924692377,9.210563437,8.374691152,8.913879495,9.786838075
105351,6.199930673,6.379155575,6.390261113,6.29266913,6.335923515,6.188903496,6.367927732,6.444031956,6.588249284,6.216874493,6.406331519,7.059269373
14634,4.214507268,4.282225467,4.048475788,3.969974008,3.923297163,3.814968687,3.663288828,4.149757994,4.283216703,3.999653739,4.356549534,4.110512067
16323,3.663563363,3.46902339,3.538679303,4.626047953,4.595919629,4.847043107,4.054808016,4.498702615,3.618974381,3.676423343,3.679778107,3.541225517
66308,3.651423846,3.331304933,3.834071081,3.60041392,3.401712767,3.406604346,3.582137272,4.525028198,4.203133259,3.024710178,4.099743925,4.392196924
69562,3.237781792,3.376231548,3.487344966,3.448433432,3.584345627,3.907487395,3.522486779,3.257420117,2.883614689,3.48284733,3.707368631,3.185569816
56044,5.899894361,6.051165351,6.06546,6.208106735,6.077979128,6.121827341,6.401429513,6.293920986,6.413922477,6.020552977,6.391525454,6.695759813
67008,3.902536227,4.197143204,4.134412991,4.359060277,4.305569994,4.089651865,3.89598767,4.294512422,4.471608046,3.921361929,4.489624719,4.919530132
218035,6.371627292,6.534218962,6.566783947,6.420724602,6.52450762,6.293565436,6.585500449,6.953137781,6.493232451,6.563398231,6.488140929,6.158150672
76205,6.408160403,6.692840209,6.708016304,6.546593424,6.61698067,6.596553884,6.839689387,6.936889408,7.022782269,6.449457939,6.888398195,7.643525864
105298,5.108187678,5.222606216,5.256617903,5.315726541,5.156151436,5.116216451,5.24917305,4.753729001,5.242948832,5.287733384,5.107104982,4.999547181
19720,5.577865932,5.737780511,5.828197105,5.970972071,5.566578605,5.586311855,5.742968814,5.40300839,5.733388576,5.80637311,6.149002125,5.756602263
22758,4.477756785,4.456215022,4.057303555,4.23818328,4.34292106,4.403853871,4.307958323,4.138434743,4.61776878,4.481119566,4.365236192,4.695082827
72739,5.663470557,5.524846249,5.737737633,5.688399905,5.876210843,5.881946243,5.614180072,5.42181146,5.46522954,5.357778407,5.309696217,5.321348369
432731,4.700302838,4.684727706,4.766088474,4.642953565,4.667594011,4.570331729,4.984468315,4.476391618,4.088933171,4.231468346,4.321270223,3.322870509
93681,4.282992198,3.917055363,3.904251274,3.7587298,3.675006758,3.553822886,3.565344447,3.288486829,3.988991192,3.830030417,3.404384705,3.607236636
319152,0.330618369,0.999887973,1.187583947,0.805763539,0.8087379,0.763420089,1.427875603,0.663070215,0.961992819,0.54909056,1.416916442,0.553378986
319186,2.314365446,2.666960009,2.664498629,2.416248264,2.393008663,1.811462147,2.653984731,1.873811711,2.558404201,2.396543329,2.363040231,1.405146364
56702,3.065507527,3.398180876,3.038947197,3.219653594,2.428189755,3.153091704,2.979641668,2.077268822,3.577225092,3.471902574,3.934472937,3.507051646
319153,0.5557304,1.179608292,0.276604345,1.250173806,0.054563406,0.416857405,1.141048045,1.09661817,1.025462075,0.848910118,1.200995946,1.133723658
319170,-0.68856381,0.329964437,-0.507284447,0.543011441,-1.13583384,-0.291294964,-0.170171295,-0.168771868,1.497802927,0.274626117,0.946973737,1.072725251
193452,2.82730321,3.14482794,3.108548987,3.110445359,3.192562791,3.210714955,2.731297581,2.748017288,3.105433779,3.111893919,2.327921229,3.11168665
319184,0.330618369,0.8380226,1.017075511,0.993218376,0.754330014,0.524651435,0.529197733,0.306290504,1.405392385,0.05754345,1.121190281,1.35479398
319158,3.0470923,3.607350523,2.937407721,3.134553079,3.140481588,2.865972159,3.441980685,3.308832429,3.669517341,3.180726855,3.679778107,4.095257811
319167,1.075185987,1.536993727,0.904174883,0.957625458,0.577592753,0.524651435,0.947267505,0.999825626,1.705838639,0.91504961,0.851283265,1.715599374
319183,-0.090784893,0.65567418,0.276604345,0.805763539,0.446464178,0.173609875,-0.287292438,0.530748936,1.144592068,0.170163997,1.416916442,1.072725251
218100,5.2517976,5.201957266,5.311146957,5.067041686,5.137672672,5.109739987,5.343296654,5.287298761,5.382806809,5.485706074,5.728573814,5.531441683
30946,5.314731185,5.265030244,5.333121403,5.539866218,5.601671996,5.368520084,5.530135165,5.494664892,5.773222924,5.525946229,5.638285269,5.648410108
97908,0.5557304,0.555059047,0.276604345,0.280315732,-0.774151375,-0.040196214,0.304780249,0.134555312,0.100136235,0.978289426,1.036710161,1.453800474
260423,1.0005867,0.703467128,0.980414962,1.76443572,0.446464178,1.394863446,1.667026051,0.663070215,1.254630879,1.308648094,0.63845925,1.009033481
14957,0.5557304,0.8802231,0.392756373,0.494160242,0.302214628,0.034648855,1.185682905,0.134555312,1.144592068,0.779592204,1.200995946,-0.432855556
319151,0.921918668,1.145410787,0.600286291,1.279299404,0.446464178,0.806773464,1.758511723,0.598426077,2.018170114,0.630085986,0.518984477,0.799120949
319166,4.691437183,4.812813883,4.779487677,4.882437348,4.102766982,4.149812246,4.396066878,3.592226288,5.110188565,4.645991903,5.34964022,4.915193216
319180,2.344839462,2.184851929,2.479845429,2.442235217,2.223126905,1.933832168,2.393568037,2.004293123,2.375639537,2.744548979,1.966185939,0.942399468
319156,5.097041735,5.419680807,5.336751488,5.382678169,4.508219739,4.535319327,5.168074808,4.597109854,6.023009973,4.785124774,5.491283459,5.482449506
50709,5.032981291,4.957803103,4.847225565,4.796906274,4.406045205,4.865100245,4.706721216,3.863782653,5.069361951,4.497401954,4.90151607,4.048502749
68024,1.639558806,2.431833321,2.370761607,1.863922969,2.223126905,1.581172994,1.569343837,2.451278115,2.326086699,1.96845723,2.430813148,2.732363106
319155,1.456319775,1.756786823,1.451395899,1.335843828,0.754330014,1.30701004,1.925726436,1.391890051,2.300657057,0.706774892,1.482260517,2.324897534
15216,2.921297833,2.858566411,2.937407721,2.892146458,2.753521868,3.057617627,2.790296814,2.77751488,2.399791979,2.419510545,2.463541927,2.298500343
50708,2.618671016,3.082934021,2.581257938,2.321420497,2.767325101,2.583915998,2.412470371,1.873811711,2.492550636,2.250487374,2.673947372,2.587256581
319148,2.961184915,3.52329472,3.117017772,3.292889462,2.995555031,2.876183798,3.623283571,3.36820233,3.80228628,2.994437467,3.387428027,3.871784978
319178,3.711125033,3.961957825,3.808155715,4.039717684,3.746435023,3.461892058,3.791562732,3.541547221,3.204740056,3.657227659,3.470286028,2.036290903
319172,3.02843897,3.398180876,3.230639426,2.774338258,2.223126905,3.153091704,2.467735343,1.636876034,3.444198634,3.167220492,3.146674861,2.671952461
326620,0.268389099,1.245663507,0.392756373,0.494160242,-0.038429358,-0.981481544,0.723359744,-0.285926425,1.306654998,-0.345180093,0.63845925,1.248489126
68732,4.649328144,4.377377061,4.606844306,4.588725036,4.923237276,4.49281482,4.01207189,3.633140016,3.669517341,3.992013005,3.563815894,2.692371704
193385,3.427697079,3.109785772,3.191079608,3.027046359,2.462533316,2.117208086,2.790296814,2.748017288,2.326086699,4.425478195,3.622961801,3.081040351
57441,5.20480592,5.308175719,5.484787358,5.353875333,4.79434514,5.04558802,5.318457308,5.349999478,5.738132459,5.557349273,5.902763019,6.493902457
79555,5.101510451,5.370567012,5.109472937,5.100064524,5.267178973,5.67671886,5.102657791,5.405372219,5.515832499,4.85839198,5.162974825,5.899570536
